231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F9DD 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: medium skin tone                                      # E5.0   [1] (🧝🏽‍♂️)
1F9DD 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: medium-dark skin tone                               # E5.0   [1] (🧝🏾‍♀️)
1F9DD 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: medium-dark skin tone                                 # E5.0   [1] (🧝🏾‍♂️)
1F9DD 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: dark skin tone                                      # E5.0   [1] (🧝🏿‍♀️)
1F9DD 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: dark skin tone                                        # E5.0   [1] (🧝🏿‍♂️)
1F9DE 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman genie                                                    # E5.0   [1] (🧞‍♀️)
1F9DE 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man genie                                                      # E5.0   [1] (🧞‍♂️)
1F9DF 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman zombie                                                   # E5.0   [1] (🧟‍♀️)
1F9DF 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man zombie                                                     # E5.0   [1] (🧟‍♂️)
1F468 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; man: red hair                                                  # E11.0  [1] (👨‍🦰)
1F468 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; man: curly hair                                                # E11.0  [1] (👨‍🦱)
1F468 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; man: bald                                                      # E11.0  [1] (👨‍🦲)
1F468 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; man: white hair                                                # E11.0  [1] (👨‍🦳)
1F468 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, red hair                                 # E11.0  [1] (👨🏻‍🦰)
1F468 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, curly hair                               # E11.0  [1] (👨🏻‍🦱)
1F468 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, bald                                     # E11.0  [1] (👨🏻‍🦲)
1F468 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, white hair                               # E11.0  [1] (👨🏻‍🦳)
1F468 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, red hair                          # E11.0  [1] (👨🏼‍🦰)
1F468 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, curly hair                        # E11.0  [1] (👨🏼‍🦱)
1F468 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, bald                              # E11.0  [1] (👨🏼‍🦲)
1F468 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, white hair                        # E11.0  [1] (👨🏼‍🦳)
1F468 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, red hair                                # E11.0  [1] (👨🏽‍🦰)
1F468 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, curly hair                              # E11.0  [1] (👨🏽‍🦱)
1F468 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, bald                                    # E11.0  [1] (👨🏽‍🦲)
1F468 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, white hair                              # E11.0  [1] (👨🏽‍🦳)
1F468 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, red hair                           # E11.0  [1] (👨🏾‍🦰)
1F468 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, curly hair                         # E11.0  [1] (👨🏾‍🦱)
1F468 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, bald                               # E11.0  [1] (👨🏾‍🦲)
1F468 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, white hair                         # E11.0  [1] (👨🏾‍🦳)
1F468 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, red hair                                  # E11.0  [1] (👨🏿‍🦰)
1F468 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, curly hair                                # E11.0  [1] (👨🏿‍🦱)
1F468 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, bald                                      # E11.0  [1] (👨🏿‍🦲)
1F468 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, white hair                                # E11.0  [1] (👨🏿‍🦳)
1F469 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; woman: red hair                                                # E11.0  [1] (👩‍🦰)
1F469 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; woman: curly hair                                              # E11.0  [1] (👩‍🦱)
1F469 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; woman: bald                                                    # E11.0  [1] (👩‍🦲)
1F469 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; woman: white hair                                              # E11.0  [1] (👩‍🦳)
1F469 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, red hair                               # E11.0  [1] (👩🏻‍🦰)
1F469 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, curly hair                             # E11.0  [1] (👩🏻‍🦱)
1F469 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, bald                                   # E11.0  [1] (👩🏻‍🦲)
1F469 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, white hair                             # E11.0  [1] (👩🏻‍🦳)
1F469 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, red hair                        # E11.0  [1] (👩🏼‍🦰)
1F469 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, curly hair                      # E11.0  [1] (👩🏼‍🦱)
1F469 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, bald                            # E11.0  [1] (👩🏼‍🦲)
1F469 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, white hair                      # E11.0  [1] (👩🏼‍🦳)
1F469 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, red hair                              # E11.0  [1] (👩🏽‍🦰)
1F469 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, curly hair                            # E11.0  [1] (👩🏽‍🦱)
1F469 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, bald                                  # E11.0  [1] (👩🏽‍🦲)
1F469 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, white hair                            # E11.0  [1] (👩🏽‍🦳)
1F469 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, red hair                         # E11.0  [1] (👩🏾‍🦰)
1F469 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, curly hair                       # E11.0  [1] (👩🏾‍🦱)
1F469 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, bald                             # E11.0  [1] (👩🏾‍🦲)
1F469 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, white hair                       # E11.0  [1] (👩🏾‍🦳)
1F469 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, red hair                                # E11.0  [1] (👩🏿‍🦰)
1F469 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, curly hair                              # E11.0  [1] (👩🏿‍🦱)
1F469 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, bald                                    # E11.0  [1] (👩🏿‍🦲)
1F469 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, white hair                              # E11.0  [1] (👩🏿‍🦳)
1F9D1 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; person: red hair                                               # E12.1  [1] (🧑‍🦰)
1F9D1 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; person: curly hair                                             # E12.1  [1] (🧑‍🦱)
1F9D1 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; person: bald                                                   # E12.1  [1] (🧑‍🦲)
1F9D1 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; person: white hair                                             # E12.1  [1] (🧑‍🦳)
1F9D1 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, red hair                              # E12.1  [1] (🧑🏻‍🦰)
1F9D1 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, curly hair                            # E12.1  [1] (🧑🏻‍🦱)
1F9D1 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, bald                                  # E12.1  [1] (🧑🏻‍🦲)
1F9D1 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, white hair                            # E12.1  [1] (🧑🏻‍🦳)
1F9D1 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, red hair                       # E12.1  [1] (🧑🏼‍🦰)
1F9D1 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, curly hair                     # E12.1  [1] (🧑🏼‍🦱)
1F9D1 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, bald                           # E12.1  [1] (🧑🏼‍🦲)
1F9D1 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, white hair                     # E12.1  [1] (🧑🏼‍🦳)
1F9D1 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, red hair                             # E12.1  [1] (🧑🏽‍🦰)
1F9D1 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, curly hair                           # E12.1  [1] (🧑🏽‍🦱)
1F9D1 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, bald                                 # E12.1  [1] (🧑🏽‍🦲)
1F9D1 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, white hair                           # E12.1  [1] (🧑🏽‍🦳)
1F9D1 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, red hair                        # E12.1  [1] (🧑🏾‍🦰)
1F9D1 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, curly hair                      # E12.1  [1] (🧑🏾‍🦱)
1F9D1 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, bald                            # E12.1  [1] (🧑🏾‍🦲)
1F9D1 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, white hair                      # E12.1  [1] (🧑🏾‍🦳)
1F9D1 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, red hair                               # E12.1  [1] (🧑🏿‍🦰)
1F9D1 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, curly hair                             # E12.1  [1] (🧑🏿‍🦱)
1F9D1 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, bald                                   # E12.1  [1] (🧑🏿‍🦲)
1F9D1 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, white hair                             # E12.1  [1] (🧑🏿‍🦳)
26D3 FE0F 200D 1F4A5                        ; RGI_Emoji_ZWJ_Sequence  ; broken chain                                                   # E15.1  [1] (⛓️‍💥)
2764 FE0F 200D 1F525                        ; RGI_Emoji_ZWJ_Sequence  ; heart on fire                                                  # E13.1  [1] (❤️‍🔥)
2764 FE0F 200D 1FA79                        ; RGI_Emoji_ZWJ_Sequence  ; mending heart                                                  # E13.1  [1] (❤️‍🩹)
1F344 200D 1F7EB                            ; RGI_Emoji_ZWJ_Sequence  ; brown mushroom                                                 # E15.1  [1] (🍄‍🟫)
1F34B 200D 1F7E9                            ; RGI_Emoji_ZWJ_Sequence  ; lime                                                           # E15.1  [1] (🍋‍🟩)
1F3F3 FE0F 200D 26A7 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; transgender flag                                               # E13.0  [1] (🏳️‍⚧️)
1F3F3 FE0F 200D 1F308                       ; RGI_Emoji_ZWJ_Sequence  ; rainbow flag                                                   # E4.0   [1] (🏳️‍🌈)
1F3F4 200D 2620 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; pirate flag                                                    # E11.0  [1] (🏴‍☠️)
1F408 200D 2B1B                             ; RGI_Emoji_ZWJ_Sequence  ; black cat                                                      # E13.0  [1] (🐈‍⬛)
1F415 200D 1F9BA                            ; RGI_Emoji_ZWJ_Sequence  ; service dog                                                    # E12.0  [1] (🐕‍🦺)
1F426 200D 2B1B                             ; RGI_Emoji_ZWJ_Sequence  ; black bird                                                     # E15.0  [1] (🐦‍⬛)
1F426 200D 1F525                            ; RGI_Emoji_ZWJ_Sequence  ; phoenix                                                        # E15.1  [1] (🐦‍🔥)
1F43B 200D 2744 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; polar bear                                                     # E13.0  [1] (🐻‍❄️)
1F441 FE0F 200D 1F5E8 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; eye in speech bubble                                           # E2.0   [1] (👁️‍🗨️)
1F62E 200D 1F4A8                            ; RGI_Emoji_ZWJ_Sequence  ; face exhaling                                                  # E13.1  [1] (😮‍💨)
1F635 200D 1F4AB                            ; RGI_Emoji_ZWJ_Sequence  ; face with spiral eyes                                          # E13.1  [1] (😵‍💫)
1F636 200D 1F32B FE0F                       ; RGI_Emoji_ZWJ_Sequence  ; face in clouds                                                 # E13.1  [1] (😶‍🌫️)
1F642 200D 2194 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; head shaking horizontally                                      # E15.1  [1] (🙂‍↔️)
1F642 200D 2195 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; head shaking vertically                                        # E15.1  [1] (🙂‍↕️)
1F9D1 200D 1FA70                            ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer                                                  # E17.0  [1] (🧑‍🩰)
1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: light skin tone, medium-light skin tone #E17.0  [1] (🧑🏻‍🐰‍🧑🏼)
1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: light skin tone, medium skin tone      # E17.0  [1] (🧑🏻‍🐰‍🧑🏽)
1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: light skin tone, medium-dark skin tone # E17.0  [1] (🧑🏻‍🐰‍🧑🏾)
1F9D1 1F3FB 200D 1F430 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: light skin tone, dark skin tone        # E17.0  [1] (🧑🏻‍🐰‍🧑🏿)
1F9D1 1F3FB 200D 1FA70                      ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer: light skin tone                                 # E17.0  [1] (🧑🏻‍🩰)
1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: light skin tone, medium-light skin tone      # E17.0  [1] (🧑🏻‍🫯‍🧑🏼)
1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: light skin tone, medium skin tone            # E17.0  [1] (🧑🏻‍🫯‍🧑🏽)
1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: light skin tone, medium-dark skin tone       # E17.0  [1] (🧑🏻‍🫯‍🧑🏾)
1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: light skin tone, dark skin tone              # E17.0  [1] (🧑🏻‍🫯‍🧑🏿)
1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-light skin tone, light skin tone #E17.0  [1] (🧑🏼‍🐰‍🧑🏻)
1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-light skin tone, medium skin tone #E17.0 [1] (🧑🏼‍🐰‍🧑🏽)
1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-light skin tone, medium-dark skin tone #E17.0[1] (🧑🏼‍🐰‍🧑🏾)
1F9D1 1F3FC 200D 1F430 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-light skin tone, dark skin tone # E17.0  [1] (🧑🏼‍🐰‍🧑🏿)
1F9D1 1F3FC 200D 1FA70                      ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer: medium-light skin tone                          # E17.0  [1] (🧑🏼‍🩰)
1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-light skin tone, light skin tone      # E17.0  [1] (🧑🏼‍🫯‍🧑🏻)
1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-light skin tone, medium skin tone     # E17.0  [1] (🧑🏼‍🫯‍🧑🏽)
1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-light skin tone, medium-dark skin tone #E17.0  [1] (🧑🏼‍🫯‍🧑🏾)
1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-light skin tone, dark skin tone       # E17.0  [1] (🧑🏼‍🫯‍🧑🏿)
1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium skin tone, light skin tone      # E17.0  [1] (🧑🏽‍🐰‍🧑🏻)
1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium skin tone, medium-light skin tone #E17.0 [1] (🧑🏽‍🐰‍🧑🏼)
1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium skin tone, medium-dark skin tone #E17.0  [1] (🧑🏽‍🐰‍🧑🏾)
1F9D1 1F3FD 200D 1F430 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium skin tone, dark skin tone       # E17.0  [1] (🧑🏽‍🐰‍🧑🏿)
1F9D1 1F3FD 200D 1FA70                      ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer: medium skin tone                                # E17.0  [1] (🧑🏽‍🩰)
1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium skin tone, light skin tone            # E17.0  [1] (🧑🏽‍🫯‍🧑🏻)
1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium skin tone, medium-light skin tone     # E17.0  [1] (🧑🏽‍🫯‍🧑🏼)
1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium skin tone, medium-dark skin tone      # E17.0  [1] (🧑🏽‍🫯‍🧑🏾)
1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium skin tone, dark skin tone             # E17.0  [1] (🧑🏽‍🫯‍🧑🏿)
1F9D1 1F3FE 200D 1F430 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-dark skin tone, light skin tone # E17.0  [1] (🧑🏾‍🐰‍🧑🏻)
1F9D1 1F3FE 200D 1F430 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-dark skin tone, medium-light skin tone #E17.0[1] (🧑🏾‍🐰‍🧑🏼)
1F9D1 1F3FE 200D 1F430 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-dark skin tone, medium skin tone #E17.0  [1] (🧑🏾‍🐰‍🧑🏽)
1F9D1 1F3FE 200D 1F430 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: medium-dark skin tone, dark skin tone  # E17.0  [1] (🧑🏾‍🐰‍🧑🏿)
1F9D1 1F3FE 200D 1FA70                      ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer: medium-dark skin tone                           # E17.0  [1] (🧑🏾‍🩰)
1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-dark skin tone, light skin tone       # E17.0  [1] (🧑🏾‍🫯‍🧑🏻)
1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-dark skin tone, medium-light skin tone #E17.0  [1] (🧑🏾‍🫯‍🧑🏼)
1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-dark skin tone, medium skin tone      # E17.0  [1] (🧑🏾‍🫯‍🧑🏽)
1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FF     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: medium-dark skin tone, dark skin tone        # E17.0  [1] (🧑🏾‍🫯‍🧑🏿)
1F9D1 1F3FF 200D 1F430 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: dark skin tone, light skin tone        # E17.0  [1] (🧑🏿‍🐰‍🧑🏻)
1F9D1 1F3FF 200D 1F430 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: dark skin tone, medium-light skin tone # E17.0  [1] (🧑🏿‍🐰‍🧑🏼)
1F9D1 1F3FF 200D 1F430 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: dark skin tone, medium skin tone       # E17.0  [1] (🧑🏿‍🐰‍🧑🏽)
1F9D1 1F3FF 200D 1F430 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people with bunny ears: dark skin tone, medium-dark skin tone  # E17.0  [1] (🧑🏿‍🐰‍🧑🏾)
1F9D1 1F3FF 200D 1FA70                      ; RGI_Emoji_ZWJ_Sequence  ; ballet dancer: dark skin tone                                  # E17.0  [1] (🧑🏿‍🩰)
1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FB     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: dark skin tone, light skin tone              # E17.0  [1] (🧑🏿‍🫯‍🧑🏻)
1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FC     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: dark skin tone, medium-light skin tone       # E17.0  [1] (🧑🏿‍🫯‍🧑🏼)
1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FD     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: dark skin tone, medium skin tone             # E17.0  [1] (🧑🏿‍🫯‍🧑🏽)
1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FE     ; RGI_Emoji_ZWJ_Sequence  ; people wrestling: dark skin tone, medium-dark skin tone        # E17.0  [1] (🧑🏿‍🫯‍🧑🏾)
0023 FE0E  ; text style;  # (1.1) NUMBER SIGN
0023 FE0F  ; emoji style; # (1.1) NUMBER SIGN
002A FE0E  ; text style;  # (1.1) ASTERISK
002A FE0F  ; emoji style; # (1.1) ASTERISK
0030 FE0E  ; text style;  # (1.1) DIGIT ZERO
0030 FE0F  ; emoji style; # (1.1) DIGIT ZERO
0031 FE0E  ; text style;  # (1.1) DIGIT ONE
0031 FE0F  ; emoji style; # (1.1) DIGIT ONE
0032 FE0E  ; text style;  # (1.1) DIGIT TWO
0032 FE0F  ; emoji style; # (1.1) DIGIT TWO
0033 FE0E  ; text style;  # (1.1) DIGIT THREE
0033 FE0F  ; emoji style; # (1.1) DIGIT THREE
0034 FE0E  ; text style;  # (1.1) DIGIT FOUR
0034 FE0F  ; emoji style; # (1.1) DIGIT FOUR
0035 FE0E  ; text style;  # (1.1) DIGIT FIVE
0035 FE0F  ; emoji style; # (1.1) DIGIT FIVE
0036 FE0E  ; text style;  # (1.1) DIGIT SIX
0036 FE0F  ; emoji style; # (1.1) DIGIT SIX
0037 FE0E  ; text style;  # (1.1) DIGIT SEVEN
0037 FE0F  ; emoji style; # (1.1) DIGIT SEVEN
0038 FE0E  ; text style;  # (1.1) DIGIT EIGHT
0038 FE0F  ; emoji style; # (1.1) DIGIT EIGHT
0039 FE0E  ; text style;  # (1.1) DIGIT NINE
0039 FE0F  ; emoji style; # (1.1) DIGIT NINE
00A9 FE0E  ; text style;  # (1.1) COPYRIGHT SIGN
00A9 FE0F  ; emoji style; # (1.1) COPYRIGHT SIGN
00AE FE0E  ; text style;  # (1.1) REGISTERED SIGN
00AE FE0F  ; emoji style; # (1.1) REGISTERED SIGN
203C FE0E  ; text style;  # (1.1) DOUBLE EXCLAMATION MARK
203C FE0F  ; emoji style; # (1.1) DOUBLE EXCLAMATION MARK
2049 FE0E  ; text style;  # (3.0) EXCLAMATION QUESTION MARK
2049 FE0F  ; emoji style; # (3.0) EXCLAMATION QUESTION MARK
2122 FE0E  ; text style;  # (1.1) TRADE MARK SIGN
2122 FE0F  ; emoji style; # (1.1) TRADE MARK SIGN
2139 FE0E  ; text style;  # (3.0) INFORMATION SOURCE
2139 FE0F  ; emoji style; # (3.0) INFORMATION SOURCE
2194 FE0E  ; text style;  # (1.1) LEFT RIGHT ARROW
2194 FE0F  ; emoji style; # (1.1) LEFT RIGHT ARROW
